winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Scala Dei,St Antoni de Scala Dei Priorat,2017,4.5,30,Espana,Priorato,75.04,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Gonzalez-Byass,Anada Palo Cortado 1987,1991,4.5,30,Espana,Jerez Palo Cortado,230.0,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Artadi,Valdegines,2019,4.5,30,Espana,Vino de Espana,40.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Clos Erasmus,Priorat,2018,4.5,30,Espana,Priorato,225.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas Valdelana,Seda de Oro Reserva,2016,4.5,29,Espana,Rioja,69.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016,4.5,29,Espana,Rioja,55.14,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Tinto Pesquera,Reserva,1986,4.5,29,Espana,Ribera del Duero,90.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Amaren,Carraquintana de Amaren,2017,4.5,29,Espana,Rioja Alavesa,56.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Anayon,Garnacha Parcela 81 Vinas Viejas,2017,4.5,28,Espana,Carinena,54.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Castell d'Encus,Saktih,2016,4.5,28,Espana,Costers del Segre,132.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Gramona,Cava Enoteca Finca de L'Origen Brut Nature,2002,4.5,28,Espana,Cava,142.0,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Sierra Salinas,Salinas 1237,2014,4.5,28,Espana,Alicante,53.25,Red,4.0,3.0,"Carnes, pastas, quesos"
Dehesa del Carrizal,Cabernet Sauvignon,2019,4.5,27,Espana,Dehesa del Carrizal,16.9,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Vinos Sanz,Finca La Colina Sauvignon Blanc,2021,4.5,27,Espana,Rueda,13.45,Sauvignon Blanc,3.0,3.0,"Pescados, mariscos, ensaladas"
Cerro San Cristobal,Dominio del Verso Red Blend,2018,4.5,27,Espana,Condado de Huelva,29.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019,4.4,27,Espana,Rioja,29.9168517,Rioja White,4.0,3.0,"Pescados, mariscos, arroces"
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007,4.5,26,Espana,Priorato,69.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
La Vinya del Vuit,La Vinya del Vuit (8),2015,4.5,26,Espana,Priorato,73.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Venus la Universal,Venus de la Figuera,2017,4.5,26,Espana,Montsant,51.5,Montsant Red,4.0,3.0,"Carnes rojas, caza"
Pedralonga,Vendetta,2013,4.5,25,Espana,Rias Baixas,38.0,Albarino,4.0,3.0,"Mariscos, pescados, arroces"
Alion,Ribera del Duero,2009,4.4,6395,Espana,Ribera del Duero,189.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Pintia,Toro,2011,4.4,5732,Espana,Toro,39.5,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Pintia,Toro,2012,4.4,5614,Espana,Toro,89.9,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Pintia,Toro,2013,4.4,5204,Espana,Toro,76.8,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
La Rioja Alta,Rioja Gran Reserva 904,2009,4.4,5109,Espana,Rioja,47.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matarromera,Ribera del Duero Reserva,2016,4.4,4851,Espana,Ribera del Duero,31.5,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Rioja Gran Reserva 904,2011,4.4,4625,Espana,Rioja,47.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Rioja Gran Reserva 904,2007,4.4,4357,Espana,Rioja,47.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Emilio Moro,Malleolus,2018,4.4,4121,Espana,Ribera del Duero,38.61,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Muga,Seleccion Especial (Reserva),2016,4.4,3589,Espana,Rioja,27.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matarromera,Ribera del Duero Reserva,2017,4.4,3456,Espana,Ribera del Duero,37.25,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Cosecha,2016,4.4,3406,Espana,Ribera del Duero,37.8,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Rioja Gran Reserva 904,2010,4.4,3327,Espana,Rioja,61.55,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Muga,Prado Enea Gran Reserva,2011,4.4,3197,Espana,Rioja,43.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Mauro,Red,2018,4.4,3095,Espana,Castilla y Leon,31.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Abadia Retuerta,Seleccion Especial,2017,4.4,3093,Espana,Sardon de Duero,25.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas El Nido,Clio,2014,4.4,3089,Espana,Jumilla,35.65,Red,4.0,3.0,"Carnes, pastas, quesos"
Dominio de Pingus,Flor de Pingus,2012,4.4,2546,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Flor de Pingus,2013,4.4,2418,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
La Rioja Alta,Vina Ardanza Reserva,2015,4.4,2370,Espana,Rioja,23.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda I Reserva Rioja,2009,4.4,2228,Espana,Rioja,43.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda I Reserva Rioja,2010,4.4,2133,Espana,Rioja,24.7,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tomas Postigo,3er Ano Ribera del Duero Tinto,2017,4.4,2080,Espana,Ribera del Duero,27.4,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alion,Ribera del Duero,2007,4.4,2053,Espana,Ribera del Duero,96.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2016,4.4,1993,Espana,Rioja,37.52,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda I Reserva Rioja,2011,4.4,1949,Espana,Rioja,43.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2017,4.4,1948,Espana,Almansa,19.6,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2004,4.4,1943,Espana,Rioja,160.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda I Reserva Rioja,2012,4.4,1853,Espana,Rioja,43.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tomas Postigo,3er Ano Ribera del Duero Tinto,2018,4.4,1842,Espana,Ribera del Duero,27.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Cosecha,2018,4.4,1777,Espana,Ribera del Duero,32.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mauro,Red,2019,4.4,1701,Espana,Castilla y Leon,29.45,Red,4.0,3.0,"Carnes, pastas, quesos"
Aalto,Tinto,2017,4.4,1561,Espana,Ribera del Duero,51.526827174062,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Benjamin de Rothschild - Vega Sicilia,Macan,2010,4.4,1519,Espana,Rioja,216.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alion,Ribera del Duero,2006,4.4,1514,Espana,Ribera del Duero,119.7,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Muga,Torre Muga,2006,4.4,1475,Espana,Rioja,66.73,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda I Reserva Rioja,2015,4.4,1463,Espana,Rioja,39.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Matsu,El Viejo,2018,4.4,1438,Espana,Toro,32.01,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas Valduero,Ribera del Duero Una Cepa I,2016,4.4,1372,Espana,Ribera del Duero,28.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas San Roman,Tinto,2017,4.4,1339,Espana,Toro,36.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Marques de Vargas,Hacienda Pradolagar,2015,4.4,1326,Espana,Rioja,105.12,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008,4.4,1269,Espana,Cava,52.5,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Hacienda Monasterio,Cosecha,2017,4.4,1266,Espana,Ribera del Duero,33.31,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remirez de Ganuza,Rioja Reserva,2010,4.4,1255,Espana,Rioja,73.65,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alto Moncayo,Garnacha,2016,4.4,1226,Espana,Campo de Borja,33.95,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Remirez de Ganuza,Rioja Reserva,2009,4.4,1172,Espana,Rioja,74.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alion,Ribera del Duero,2005,4.4,1166,Espana,Ribera del Duero,169.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018,4.4,1158,Espana,Almansa,24.8,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Alion,Ribera del Duero,2004,4.4,1121,Espana,Ribera del Duero,140.840866321332,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Clos Mogador,Priorat,2014,4.4,1104,Espana,Priorato,175.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vinicola Real,200 Monges Rioja Reserva,2011,4.4,1098,Espana,Rioja,37.57,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Arzuaga,Reserva Ribera del Duero,2016,4.4,1087,Espana,Ribera del Duero,26.24,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus,2019,4.4,1069,Espana,Ribera del Duero,28.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mauro,VS,2014,4.4,1064,Espana,Castilla y Leon,178.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Hacienda Monasterio,Reserva,2011,4.4,1048,Espana,Ribera del Duero,78.65,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Pingus,Flor de Pingus,2008,4.4,1047,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Roda,Roda I Reserva Rioja,2016,4.4,1039,Espana,Rioja,35.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago de Los Capellanes,Reserva Tinto,2017,4.4,1040,Espana,Ribera del Duero,35.7,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Aalto,Tinto,2019,4.4,1018,Espana,Ribera del Duero,33.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Mauro,VS,2015,4.4,995,Espana,Castilla y Leon,60.95,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Juan Gil,Jumilla Blue Label,2019,4.4,966,Espana,Jumilla,21.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,N.V.,4.4,941,Espana,Jerez Palo Cortado,82.5,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Hacienda Monasterio,Reserva,2014,4.4,927,Espana,Ribera del Duero,109.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Senorio de San Vicente,San Vicente Rioja,2011,4.4,925,Espana,Rioja,33.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alto Moncayo,Garnacha,2018,4.4,915,Espana,Campo de Borja,38.95,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Volver,Triga,2016,4.4,852,Espana,Alicante,34.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Marques de Caceres,Gaudium,2014,4.4,827,Espana,Rioja,37.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,N.V.,4.4,825,Espana,Jerez Amontillado,59.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Teso La Monja,Victorino,2016,4.4,812,Espana,Toro,38.7,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Clos Mogador,Priorat,2011,4.4,809,Espana,Priorato,90.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Mogador,Priorat,2010,4.4,799,Espana,Priorato,69.79,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Lan,Culmen Reserva Rioja,2011,4.4,798,Espana,Rioja,59.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,787,Espana,Almansa,27.39,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Bodegas Roda,Roda I Reserva Rioja,2005,4.4,783,Espana,Rioja,93.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio del Aguila,Reserva,2016,4.4,778,Espana,Ribera del Duero,73.57,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Vargas,Reserva Privada Rioja,2015,4.4,746,Espana,Rioja,49.67,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abadia Retuerta,Pago Negralada,2014,4.4,726,Espana,Sardon de Duero,91.57,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Clos Mogador,Priorat,2012,4.4,695,Espana,Priorato,90.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,683,Espana,Rioja,69.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alion,Ribera del Duero,2001,4.4,681,Espana,Ribera del Duero,190.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,667,Espana,Rioja,140.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tridente,Rejon Tempranillo,2015,4.4,664,Espana,Castilla y Leon,35.75,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Alvaro Palacios,Finca Dofi,2016,4.4,639,Espana,Priorato,52.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Mogador,Priorat,2007,4.4,624,Espana,Priorato,95.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Ausas,Interpretacion,2016,4.4,618,Espana,Ribera del Duero,45.15,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Muga,Torre Muga,2015,4.4,617,Espana,Rioja,58.2142247461506,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Senorio de San Vicente,San Vicente Rioja,2016,4.4,609,Espana,Rioja,42.7,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tresmano - Tr3smano,Vendimia,2017,4.4,581,Espana,Ribera del Duero,28.7315367295517,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,575,Espana,Priorato,32.65,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Marques de Caceres,Gaudium,2015,4.4,561,Espana,Rioja,43.86,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,560,Espana,Rioja,36.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Remirez de Ganuza,Rioja Reserva,2013,4.4,550,Espana,Rioja,54.83,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,2016,4.4,550,Espana,Rioja,55.33,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Amaren,Tempranillo Reserva,2010,4.4,542,Espana,Rioja,26.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Tradicion,Cream Tradicion Vos 20 Years,N.V.,4.4,527,Espana,Jerez Cream,57.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Tinto Pesquera,Millenium Reserva,2008,4.4,527,Espana,Ribera del Duero,74.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Cosecha,2019,4.4,523,Espana,Ribera del Duero,34.35,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Arzuaga,Gran Reserva Ribera del Duero,2009,4.4,516,Espana,Ribera del Duero,76.3,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Ausas,Interpretacion,2017,4.4,514,Espana,Ribera del Duero,45.3,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Vega Sicilia,Valbuena 5o,1995,4.4,512,Espana,Ribera del Duero,299.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Bodegas Mauro,VS,2016,4.4,506,Espana,Castilla y Leon,56.5,Tempranillo,4.0,3.0,"Carnes rojas, quesos curados"
Vina Sastre,Pago de Santa Cruz,2014,4.4,499,Espana,Ribera del Duero,54.9,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Ordonez,Vatan Tinta de Toro,2017,4.4,498,Espana,Toro,55.31,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Cillar de Silos,Dominio del Pidio,2016,4.4,495,Espana,Ribera del Duero,53.91,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Rioja Gran Reserva,2015,4.4,485,Espana,Rioja,35.1,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Teso La Monja,Victorino,2017,4.4,481,Espana,Toro,38.5,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Imperial,Rioja Gran Reserva,2015,4.4,471,Espana,Rioja,49.97,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Carmelo Rodero,Reserva,2016,4.4,450,Espana,Ribera del Duero,32.9,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Ramos-Paul,Tinto,2006,4.4,443,Espana,Malaga,34.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Artadi,Pagos Viejos,2006,4.4,442,Espana,Vino de Espana,90.5,Tempranillo,4.0,3.0,"Carnes rojas, quesos curados"
Anima Negra,An,2018,4.4,436,Espana,Mallorca,38.3,Red,4.0,3.0,"Carnes, pastas, quesos"
Matarromera,Ribera del Duero Prestigio,2014,4.4,421,Espana,Ribera del Duero,41.32,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Bodega Numanthia,Numanthia,2004,4.4,414,Espana,Toro,98.0,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,412,Espana,Valdeorras,55.71,Unknown,4.0,3.0,unknown
Bodega de Bardos,Suprema 30 Meses,2016,4.4,406,Espana,Ribera del Duero,35.2,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,4.4,389,Espana,Rioja,73.6,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ausas,Interpretacion,2018,4.4,389,Espana,Ribera del Duero,41.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Morca,Garnacha,2016,4.4,376,Espana,Campo de Borja,31.5,Grenache,4.0,3.0,"Carnes blancas, quesos suaves"
Carmelo Rodero,Ribera del Duero TSM,2015,4.4,367,Espana,Ribera del Duero,56.75,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,363,Espana,Toro,20.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Lan,A Mano Rioja,2017,4.4,360,Espana,Rioja,30.73,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,351,Espana,Ribera del Duero,49.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,349,Espana,Rioja,52.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,343,Espana,Rioja,90.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Antidoto,La Hormiga de Antidoto,2019,4.4,336,Espana,Ribera del Duero,26.63,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,4.4,334,Espana,Sardon de Duero,32.58,Unknown,4.0,3.0,unknown
Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,333,Espana,Valdeorras,46.5,Unknown,4.0,3.0,unknown
Bosque de Matasnos,Edicion Limitada,2015,4.4,328,Espana,Ribera del Duero,32.5811870756681,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,319,Espana,Valencia,29.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,316,Espana,Rioja,34.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Remelluri,Granja Gran Reserva Rioja,2011,4.4,313,Espana,Rioja,43.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Perinet,Priorat,2016,4.4,309,Espana,Priorato,65.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Toro Albala,Don PX Pedro Ximenez,1994,4.4,306,Espana,Montilla-Moriles,35.9,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,305,Espana,Ribera del Duero,210.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,298,Espana,Cava,55.95,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Costers del Siurana,Miserere,2005,4.4,296,Espana,Priorato,92.8716274104906,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Martinet,Clos Martinet,2015,4.4,296,Espana,Priorato,65.4,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Valquejigoso,V2 Tinto,2008,4.4,293,Espana,Madrid,45.890156,Red,4.0,3.0,"Carnes, pastas, quesos"
Familia Torres,Grans Muralles,2014,4.4,292,Espana,Conca de Barbera,304.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,269,Espana,Rioja,47.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Lan,A Mano Rioja,2018,4.4,269,Espana,Rioja,29.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Contino,Rioja Gran Reserva,2016,4.4,267,Espana,Rioja,40.45,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,267,Espana,Rioja,49.65,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Artadi,Pagos Viejos,2004,4.4,262,Espana,Vino de Espana,57.11,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Alion,Ribera del Duero,1996,4.4,259,Espana,Ribera del Duero,141.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remirez de Ganuza,Trasnocho,2010,4.4,258,Espana,Rioja,133.75,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,252,Espana,Rioja,67.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Martinet,Clos Martinet,2011,4.4,249,Espana,Priorato,75.92,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,245,Espana,Cava,47.52,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Volver,Triga,2017,4.4,243,Espana,Alicante,29.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Volver,Cuvee Old Vines Unfiltered,2017,4.4,241,Espana,Jumilla,19.99,Red,4.0,3.0,"Carnes, pastas, quesos"
La Vicalanda,Gran Reserva,2010,4.4,239,Espana,Rioja,59.25,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Monovar,Fondillon,1996,4.4,236,Espana,Alicante,73.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Alvaro Domecq,1730 Pedro Ximenez,N.V.,4.4,234,Espana,Jerez Pedro Ximenes (PX),39.35,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Bodegas Mas Alta,Cirerets,2018,4.4,233,Espana,Priorato,40.3,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Cillar de Silos,Dominio del Pidio,2018,4.4,225,Espana,Ribera del Duero,42.75,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Contino,Vina del Olivo,2016,4.4,224,Espana,Rioja,149.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,222,Espana,Rioja,76.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Martinet,Clos Martinet,2008,4.4,220,Espana,Priorato,113.2,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Ossian,Vinas Viejas Verdejo,2019,4.4,219,Espana,Castilla y Leon,26.9,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Vega Sicilia,Valbuena 5o,1994,4.4,218,Espana,Ribera del Duero,249.8,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Carmelo Rodero,Reserva,2017,4.4,217,Espana,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Los Aguilares,Tadeo Tinto,2014,4.4,215,Espana,Sierras de Malaga,33.0,Red,4.0,3.0,"Carnes, pastas, quesos"
Dominio de Cair,Tierras de Cair Reserva,2014,4.4,208,Espana,Ribera del Duero,37.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodega Rento,Tinto,2014,4.4,207,Espana,Ribera del Duero,37.13,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
R. Lopez de Heredia,Gran Reserva Rosado,2011,4.4,206,Espana,Rioja Alta,49.95,Unknown,4.0,3.0,unknown
